,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,51,46,1426,51,29.44,1334,106.9,0,5,2,90,47,0
1,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
2,R Tripathi,53,48,1824,71,36.79,1104,165.22,0,2,4,96,44,1
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
5,M Krishna,44,39,1365,56,33.83,1014,134.62,0,1,4,98,49,0
6,C Varun,40,35,1260,47,39.15,875,144,0,1,3,78,48,1
7,A Rahane,37,31,1209,51,30.75,899,134.48,0,3,5,95,49,0
8,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
9,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
12,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
