,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Tripathi,37,32,1120,69,33.82,864,129.63,0,6,0,102,44,0
1,S Gill,43,39,1326,57,26.57,1092,121.43,0,0,3,94,51,1
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
6,M Krishna,55,50,1750,70,34.64,1250,140,0,3,0,84,54,1
7,C Varun,36,32,1024,44,34.41,736,139.13,0,3,6,100,40,0
8,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
9,M Agarwal,45,41,1394,53,29.55,1107,125.93,0,4,3,90,46,1
10,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
11,P Singh,10,4,4,2,4,7,57.14,0,0,0,0,0,0
12,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
13,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
14,A Singh,50,43,1677,67,38.88,1032,162.5,0,5,2,96,54,1
