,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
1,R Uthappa,55,49,1715,61,25.43,1176,145.83,0,7,6,90,42,0
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
4,S Gill,46,41,1435,42,27.7,1189,120.69,0,0,5,89,42,0
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
6,P Chawla,50,45,1620,75,30.78,1260,128.57,0,5,7,75,42,1
7,M Krishna,44,38,1254,53,28.85,1102,113.79,0,0,3,91,48,0
8,H Gurney,53,48,1536,48,36.28,1152,133.33,0,4,2,103,39,0
9,S Watson,54,47,1457,64,42.41,1269,114.81,0,6,4,76,43,0
10,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
11,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
12,A Rayudu,35,28,1064,76,26.75,644,165.22,0,2,0,82,49,1
13,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
14,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
15,S Kuggeleijn,9,5,65,35,32.5,30,216.66,0,0,1,4,6,0
16,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
17,H Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0,1
18,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,1
