,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
2,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,1
3,M Lomror,52,47,1598,72,26.91,1128,141.67,0,1,2,98,46,1
4,R Patidar,46,39,1365,66,29.11,1092,125,0,0,2,75,48,0
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
6,P Silva,2,2,22,21,11,22,100,0,0,0,1,0,0
7,R Gaikwad,48,42,1596,44,32.91,1008,158.33,0,7,6,81,43,1
8,D Conway,47,40,1520,47,34.35,1040,146.15,0,7,6,96,48,1
9,R Uthappa,50,44,1672,64,33.87,1100,152,0,7,7,74,54,0
10,A Rayudu,53,48,1536,43,30.18,1248,123.08,0,2,6,78,54,0
11,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
12,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
13,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
14,S Singh,1,1,0,0,0,9,0,0,0,1,0,0,0
