,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,54,47,1786,59,36.98,1128,158.33,0,1,4,102,51,1
1,V Iyer,49,42,1638,63,32.37,1050,156,0,5,8,93,39,1
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,R Tripathi,41,36,1224,54,37.5,936,130.77,0,7,9,94,52,1
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
5,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
6,S Hasan,2,2,9,8,4.5,7,128.57,0,0,0,1,0,1
7,C Varun,46,40,1440,49,26.56,920,156.52,0,6,6,87,41,0
8,Y Jaiswal,50,43,1548,48,39.96,1075,144,0,2,6,78,46,0
9,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,0
10,S Samson,45,39,1521,46,35.51,897,169.57,0,5,8,89,51,0
11,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
12,A Rawat,48,44,1496,70,38.89,1144,130.77,0,0,0,87,39,0
13,G Phillips,11,10,140,56,15.55,140,100,0,1,0,9,5,1
14,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
