,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
5,A Rahane,42,37,1147,67,41.54,925,124,0,5,5,89,44,0
6,P Garg,56,49,1568,46,38.69,1127,139.13,0,5,3,94,54,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
10,A Samad,34,27,945,56,30.61,783,120.69,0,0,7,90,43,1
11,S Goswami,36,29,899,68,26.37,696,129.17,0,2,1,96,51,0
