,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,39,33,1221,49,29.62,759,160.87,0,5,3,94,42,1
1,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
2,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,0
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
5,R Tripathi,39,32,1184,50,28.22,800,148,0,3,1,98,43,0
6,C Varun,35,29,986,60,34.8,812,121.43,0,7,8,101,55,1
7,S Watson,41,37,1147,56,29.89,925,124,0,0,3,95,43,0
8,R Gaikwad,52,46,1610,43,30.27,1288,125,0,4,5,96,39,0
9,A Rayudu,52,47,1833,63,28.85,1081,169.57,0,2,9,94,46,1
10,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
11,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
12,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
13,N Jagadeesan,39,34,1326,51,32.08,782,169.57,0,1,3,100,47,0
