,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,54,49,1666,75,25.03,1421,117.24,0,5,0,98,55,1
1,D Conway,55,49,1666,42,41.13,1274,130.77,0,5,9,77,50,1
2,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
3,A Rayudu,37,30,1110,68,35.57,750,148,0,2,0,86,52,0
4,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
5,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
6,R Uthappa,40,35,1365,54,33.31,875,156,0,5,9,82,46,0
7,S Singh,1,1,0,0,0,9,0,0,0,1,0,0,1
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
9,K Bharat,54,47,1457,50,32.2,1128,129.17,0,2,2,76,55,0
10,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,1
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
12,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
13,R Patel,2,2,15,15,15,25,60,0,0,1,1,0,0
