,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,48,41,1394,52,23.77,1148,121.43,0,6,4,99,47,0
1,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,1
2,R Uthappa,47,40,1360,42,30.81,1160,117.24,0,5,2,101,46,1
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
5,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
6,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,0
7,H Gurney,46,41,1271,53,33.54,984,129.17,0,4,9,100,51,0
8,M Krishna,45,38,1292,64,41.33,1064,121.43,0,5,7,99,41,0
9,S Warrier,47,42,1512,71,41.4,1092,138.46,0,5,9,75,53,0
10,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
11,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
12,S Yadav,50,44,1364,66,36.4,1100,124,0,7,6,81,40,1
13,I Kishan,33,27,972,73,25.12,648,150,0,1,1,100,44,0
14,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
15,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
16,M McClenaghan,29,8,24,10,6,23,104.34,0,0,2,1,2,0
17,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,1
