,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
2,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
4,D Hooda,43,36,1188,63,32.19,936,126.92,0,3,9,85,55,1
5,A Badoni,33,26,936,66,26.81,676,138.46,0,2,0,95,47,1
6,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
7,A Sharma,56,52,1768,60,39.42,1456,121.43,0,6,1,97,46,0
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
9,R Tripathi,54,47,1833,76,38.03,1128,162.5,0,5,0,83,54,1
10,A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1,0
11,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
12,A Samad,42,36,1188,58,36.27,936,126.92,0,6,7,101,39,0
