,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,48,41,1353,53,28.08,984,137.5,0,1,8,98,40,0
2,D Brevis,55,48,1536,70,25.05,1248,123.08,0,3,9,95,55,1
3,S Yadav,54,50,1600,65,36.63,1350,118.52,0,7,7,99,42,1
4,T Varma,40,33,1188,64,29.76,924,128.57,0,6,3,76,40,1
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
6,A Rahane,55,50,1600,65,23.67,1150,139.13,0,1,1,79,52,0
7,V Iyer,38,33,1023,54,41.26,957,106.9,0,1,4,97,50,1
8,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
9,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,1
10,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
12,R Salam,36,32,1056,53,26.95,736,143.48,0,6,8,97,50,0
13,C Varun,51,46,1656,67,29.32,1150,144,0,4,6,98,43,0
