,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
2,S Yadav,38,31,992,55,30.05,744,133.33,0,0,8,102,43,1
3,S Tiwary,47,41,1312,55,34.09,984,133.33,0,2,0,84,40,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
6,J Pattinson,36,31,1085,61,26.43,806,134.62,0,6,5,95,54,1
7,S Gill,54,49,1617,71,27.91,1421,113.79,0,1,8,76,40,0
8,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
9,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
10,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
12,N Naik,33,28,1064,54,28.99,812,131.03,0,0,0,88,48,0
13,S Warrier,38,32,1248,44,25.42,928,134.48,0,6,2,86,41,0
