,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Patel,2,2,14,8,14,11,127.27,0,0,0,0,0,1
1,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
2,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
3,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
4,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
5,A Nath,44,40,1400,76,42.57,960,145.83,0,0,1,86,52,0
6,P Negi,44,39,1287,71,38.52,1014,126.92,0,2,1,76,53,1
7,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,1
8,R Uthappa,35,31,992,69,30.11,899,110.34,0,5,1,92,54,0
9,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
10,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
12,S Gill,33,28,868,66,40.43,728,119.23,0,2,5,80,39,1
13,P Chawla,51,46,1656,69,23.94,1104,150,0,7,5,84,40,0
14,M Krishna,35,28,1008,55,26.03,784,128.57,0,7,7,95,41,0
