,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
1,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
2,M Agarwal,56,49,1764,58,23.87,1176,150,0,7,9,85,44,1
3,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
4,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,1
5,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
6,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,1
7,A Singh,46,42,1470,49,30.9,1176,125,0,6,8,94,46,0
8,S Gill,41,37,1258,63,35.99,1036,121.43,0,5,3,85,50,1
9,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,1
10,R Uthappa,37,32,1248,43,41.33,864,144.44,0,1,2,80,40,1
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
14,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,0
15,P Chawla,39,32,992,71,30.17,736,134.78,0,0,1,102,45,0
16,H Gurney,57,53,1696,76,29.86,1272,133.33,0,1,8,80,54,0
17,S Warrier,52,48,1680,71,25.62,1152,145.83,0,5,1,75,55,1
