,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,35,28,896,47,35.11,672,133.33,0,3,3,89,49,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,C Ingram,38,33,1287,44,28.08,924,139.29,0,1,6,82,43,0
5,K Paul,18,12,142,29,20.28,123,115.44,0,0,0,8,8,0
6,I Sharma,40,33,1221,45,42.03,792,154.17,0,4,1,86,54,0
7,A Mishra,51,46,1564,49,29.77,1288,121.43,0,5,2,77,50,1
8,S Watson,37,30,930,56,31.12,780,119.23,0,3,9,81,49,1
9,A Rayudu,42,38,1330,71,26.54,912,145.83,0,7,8,87,43,0
10,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,1
12,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
13,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
14,H Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0,0
15,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,1
