,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Wade,53,49,1568,73,39,1274,123.08,0,2,6,95,39,0
1,S Gill,53,48,1536,46,31.56,1200,128,0,1,6,103,39,1
2,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
3,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
4,A Manohar,50,46,1610,64,27.71,1104,145.83,0,6,6,88,45,1
5,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
6,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
7,D Padikkal,39,32,992,59,34.75,832,119.23,0,5,4,89,44,1
8,S Samson,38,31,1209,72,33.93,837,144.44,0,1,1,99,49,0
9,H Dussen,9,8,254,64,31.75,192,132.29,0,2,1,14,12,0
10,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
11,R Parag,53,47,1739,69,33.6,1081,160.87,0,3,7,83,47,1
12,M Krishna,39,33,1221,69,36.99,825,148,0,3,1,85,51,0
