,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
2,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
4,D Hooda,37,31,1147,42,38.5,744,154.17,0,1,6,86,55,1
5,A Badoni,51,47,1457,71,37.53,1269,114.81,0,4,6,97,51,1
6,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,1
7,S Gill,56,49,1813,69,38.4,1323,137.04,0,0,0,101,46,0
8,M Wade,44,39,1443,62,37.22,975,148,0,0,5,89,40,1
9,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
10,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
11,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
12,A Manohar,56,51,1938,54,26.72,1173,165.22,0,5,9,101,45,1
