,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
1,D Padikkal,33,26,884,57,42.43,754,117.24,0,0,6,93,44,1
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
3,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
5,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
6,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
8,M Agarwal,39,35,1190,70,35.31,980,121.43,0,5,8,90,40,1
9,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
10,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
11,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
12,D Hooda,56,49,1617,47,37.78,1274,126.92,0,4,4,93,39,0
13,A Singh,46,40,1360,46,28.23,1120,121.43,0,7,2,87,42,1
