,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
1,V Iyer,38,33,1287,62,30.58,891,144.44,0,7,7,92,48,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
3,B Indrajith,42,35,1365,46,29.04,980,139.29,0,1,2,101,48,0
4,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
6,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,0
7,H Rana,39,35,1225,49,36.11,980,125,0,6,5,74,40,0
8,P Shaw,47,40,1440,57,28.78,1160,124.14,0,7,2,97,41,0
9,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
10,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,0
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
12,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,1
