,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Y Jaiswal,43,37,1369,59,27.76,962,142.31,0,4,2,97,44,0
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
2,S Samson,42,35,1155,73,32.73,840,137.5,0,1,2,85,49,1
3,D Padikkal,52,46,1656,45,40.46,1196,138.46,0,0,7,75,40,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
5,R Parag,51,44,1408,54,38.36,1012,139.13,0,6,5,92,45,0
6,M Krishna,56,50,1600,52,39.08,1400,114.29,0,4,7,86,51,0
7,W Saha,47,41,1517,66,28.6,1066,142.31,0,6,8,97,50,0
8,S Gill,39,32,1056,66,34.54,896,117.86,0,2,0,97,42,1
9,M Wade,53,49,1862,55,27.9,1274,146.15,0,0,9,76,45,1
10,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
11,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
