,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
2,S Yadav,46,41,1558,75,41.82,984,158.33,0,5,5,79,49,1
3,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
6,B Sran,34,29,928,73,31.49,812,114.29,0,1,4,74,43,0
7,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,0
8,W Saha,37,32,1248,55,42.55,736,169.57,0,1,9,78,42,0
9,M Guptill,83,80,2436,105,33.36,1810,134.58,2,15,2,215,113,0
10,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
11,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
12,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
13,A Sharma,54,48,1488,58,41.37,1296,114.81,0,2,6,79,52,0
