,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
2,M Agarwal,48,42,1428,51,38.05,1176,121.43,0,6,1,100,43,0
3,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,1
4,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
5,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
6,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
7,A Rahane,54,48,1536,65,31.81,1104,139.13,0,6,6,93,42,1
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
9,S Samson,41,35,1260,60,37.23,945,133.33,0,1,5,83,43,1
10,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
11,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,1
12,R Tripathi,46,39,1443,65,31.05,1131,127.59,0,3,3,86,48,0
13,D Kulkarni,41,35,1085,76,30.99,910,119.23,0,4,4,90,48,1
