,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Agarwal,55,48,1536,70,33.94,1296,118.52,0,2,5,91,49,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,0
3,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,1
4,J Sharma,43,38,1406,50,31.14,874,160.87,0,5,0,96,53,1
5,A Singh,40,36,1152,59,36.36,900,128,0,5,8,74,40,1
6,R Uthappa,49,42,1386,75,42.33,1092,126.92,0,2,0,80,42,0
7,R Gaikwad,37,33,1188,71,24.1,924,128.57,0,1,6,97,53,0
8,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
9,A Rayudu,33,26,884,67,26.14,676,130.77,0,2,7,82,52,0
10,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
11,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
12,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
