,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,W Saha,56,50,1700,48,30.32,1350,125.93,0,2,2,78,41,1
2,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
3,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
4,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
5,A Sharma,37,30,1140,49,26.38,750,152,0,2,5,91,47,0
6,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
7,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
8,M Agarwal,45,40,1360,70,33.46,1080,125.93,0,2,8,81,47,1
9,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
10,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,0
11,P Singh,10,4,4,2,4,7,57.14,0,0,0,0,0,0
12,A Singh,46,42,1596,46,26.36,966,165.22,0,6,1,78,50,0
