,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
1,W Saha,48,42,1428,45,33.13,1176,121.43,0,5,3,83,54,1
2,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
4,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
5,A Samad,51,47,1598,64,26.56,1363,117.24,0,0,1,88,49,1
6,P Shaw,46,41,1476,47,29.7,1148,128.57,0,5,5,99,52,0
7,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
8,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
9,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
10,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
11,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
