,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
5,S Gill,41,35,1190,64,29.33,875,136,0,5,2,78,48,1
6,V Iyer,44,40,1320,62,35.87,1040,126.92,0,3,9,89,40,1
7,R Tripathi,37,30,1140,50,31.11,840,135.71,0,0,8,75,55,0
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
9,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
10,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
11,S Warrier,51,45,1620,65,27.58,1305,124.14,0,0,8,74,55,0
12,C Varun,41,37,1332,51,35.04,851,156.52,0,1,2,93,43,0
