,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Garg,34,29,1015,44,34.4,841,120.69,0,3,5,97,41,0
1,A Sharma,44,39,1404,43,42.11,1092,128.57,0,7,4,85,46,1
2,R Tripathi,34,30,930,70,26.8,840,110.71,0,0,4,103,40,0
3,A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1,0
4,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
5,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,0
6,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
7,M Agarwal,35,31,961,44,40.34,713,134.78,0,7,1,75,53,0
8,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,1
9,J Sharma,50,43,1376,51,41.35,1075,128,0,3,7,89,42,1
10,P Mankad,33,27,864,76,37.47,702,123.08,0,6,7,84,47,0
11,A Singh,37,31,1023,56,26.36,713,143.48,0,0,2,75,50,0
