,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,W Saha,49,43,1462,42,39.28,1032,141.67,0,2,5,76,41,1
2,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
3,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
4,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,1
5,A Samad,48,43,1462,62,38.07,1161,125.93,0,2,7,101,47,0
6,A Rahane,34,29,928,42,30.74,725,128,0,4,4,82,49,1
7,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
8,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
9,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
