,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Patel,2,2,14,8,14,11,127.27,0,0,0,0,0,1
1,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
2,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
3,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
4,A Nath,49,42,1302,63,27.45,1134,114.81,0,1,5,83,48,0
5,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
6,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
7,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
8,M Agarwal,35,30,990,73,35.59,780,126.92,0,0,8,77,43,1
9,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
10,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
11,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
12,G Viljoen,37,31,1085,55,25.57,868,125,0,3,6,92,54,0
