,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
1,D Padikkal,43,38,1444,75,29.24,1064,135.71,0,7,9,86,54,1
2,S Samson,35,31,1178,46,35.54,899,131.03,0,6,2,77,46,0
3,H Dussen,9,8,254,64,31.75,192,132.29,0,2,1,14,12,0
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
5,R Parag,39,33,1188,63,25.25,759,156.52,0,6,0,91,49,0
6,M Krishna,49,44,1452,66,42.5,1144,126.92,0,6,8,88,53,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,D Hooda,37,33,1287,61,37.13,858,150,0,1,8,78,48,1
10,A Badoni,51,44,1540,61,33.11,1144,134.62,0,6,9,100,41,0
11,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
12,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
