,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,35,28,1036,47,31.42,644,160.87,0,6,0,80,47,1
1,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
2,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
3,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
4,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
5,A Rahane,56,52,1612,66,27.55,1196,134.78,0,1,4,80,40,0
6,V Iyer,39,34,1326,62,38.07,816,162.5,0,7,7,89,44,0
7,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
9,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
10,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,0
11,R Salam,57,51,1581,57,29.82,1275,124,0,3,2,88,41,0
12,C Varun,55,51,1683,46,36.96,1173,143.48,0,5,2,101,52,0
