,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,57,53,1802,58,31.15,1484,121.43,0,0,8,84,47,0
1,D Conway,50,44,1364,67,41.65,1276,106.9,0,3,8,86,39,0
2,R Uthappa,56,49,1911,47,39.06,1127,169.57,0,3,1,75,49,1
3,A Rayudu,50,43,1376,58,41.39,1204,114.29,0,6,0,86,41,1
4,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
5,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
7,A Rahane,52,46,1702,44,33.5,1288,132.14,0,1,9,100,41,1
8,V Iyer,41,35,1225,48,33.83,980,125,0,3,0,87,54,0
9,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
10,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
11,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,1
12,S Jackson,38,31,961,46,39.51,837,114.81,0,4,4,94,42,0
13,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
14,C Varun,33,27,837,72,25.87,648,129.17,0,7,4,96,41,1
