,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,D Padikkal,36,32,1216,74,33.08,864,140.74,0,5,3,103,47,1
2,K Bharat,57,52,1872,74,30.94,1456,128.57,0,4,7,101,49,1
3,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
5,S Baby,55,51,1836,66,36.9,1224,150,0,4,0,77,51,0
6,P Silva,2,2,22,21,11,22,100,0,0,0,1,0,0
7,K Jamieson,37,33,1287,44,26.54,858,150,0,2,3,93,42,0
8,S Gill,38,32,1088,61,33.1,896,121.43,0,0,6,74,51,1
9,V Iyer,34,30,1020,45,35.34,720,141.67,0,3,1,75,41,1
10,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
11,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
12,R Tripathi,41,35,1295,44,30.35,910,142.31,0,5,5,82,43,0
13,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
14,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
15,C Varun,42,35,1365,44,33.35,840,162.5,0,3,8,89,51,1
16,M Krishna,39,34,1156,54,24.97,918,125.93,0,4,3,80,45,1
