,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
1,D Padikkal,47,42,1596,51,26.45,1218,131.03,0,2,2,95,52,0
2,K Bharat,52,46,1426,46,28.72,1334,106.9,0,7,8,102,40,1
3,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,1
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
5,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
6,K Jamieson,43,37,1184,51,25.68,851,139.13,0,6,5,87,49,0
7,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,I Kishan,52,48,1536,54,27.21,1104,139.13,0,7,3,93,45,0
10,S Yadav,46,40,1320,45,39.02,1040,126.92,0,2,9,90,40,0
11,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
12,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
