,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Y Jaiswal,48,42,1596,53,34.6,966,165.22,0,7,5,103,53,1
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
2,S Samson,42,35,1295,51,39.77,980,132.14,0,7,4,80,39,1
3,D Padikkal,55,51,1734,44,34.46,1173,147.83,0,2,7,88,42,1
4,R Parag,52,45,1575,65,34.57,1260,125,0,3,6,103,55,0
5,M Krishna,49,42,1638,64,29.85,1218,134.48,0,2,1,91,42,1
6,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,A Badoni,40,36,1152,61,39.86,1044,110.34,0,0,3,102,51,0
9,D Hooda,47,42,1344,58,31.22,1134,118.52,0,7,4,91,49,1
10,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
11,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
