,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,38,32,1120,42,25.62,928,120.69,0,5,4,88,44,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,C Munro,60,57,1546,109,30.92,966,160.04,3,9,5,114,100,1
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
5,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,0
6,K Paul,18,12,142,29,20.28,123,115.44,0,0,0,8,8,0
7,A Mishra,51,47,1457,66,40.21,1316,110.71,0,0,3,82,48,1
8,I Sharma,50,45,1395,48,25.85,1305,106.9,0,6,5,83,46,1
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
10,S Watson,33,27,864,53,24.16,675,128,0,2,9,98,43,1
11,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
12,A Rayudu,51,45,1755,54,34.69,1305,134.48,0,3,7,92,43,0
13,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
14,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
15,H Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0,1
16,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,0
