,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,M Agarwal,33,26,910,70,33.86,650,140,0,1,5,102,50,1
2,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,1
3,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
4,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
5,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,1
6,S Cottrell,22,7,15,4,5,22,68.18,0,0,1,2,0,0
7,S Watson,51,46,1610,49,41.63,1104,145.83,0,4,3,98,42,1
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
9,A Rayudu,35,31,1209,69,39.78,713,169.57,0,1,0,86,51,0
10,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
11,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
12,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
13,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
14,P Chawla,33,29,899,73,41.04,667,134.78,0,4,3,94,51,1
