,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,1
1,S Gill,51,46,1656,45,33.63,1242,133.33,0,4,1,89,44,0
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,1
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
6,P Chawla,40,33,1155,56,37.45,858,134.62,0,6,8,100,55,0
7,Y Raj,46,39,1287,56,30.3,975,132,0,7,9,97,48,1
8,H Gurney,45,38,1330,71,35.55,912,145.83,0,4,1,75,44,0
9,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
10,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
11,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
12,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
13,Y Pathan,39,33,1221,63,28.47,924,132.14,0,5,5,79,49,0
14,D Hooda,36,32,1184,68,40.29,864,137.04,0,1,3,83,40,0
