,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
2,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
3,K Nair,57,50,1800,70,27.21,1250,144,0,5,0,74,55,0
4,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
5,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
6,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
7,G Viljoen,40,33,1023,71,34.51,792,129.17,0,2,0,79,50,0
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
9,S Lad,52,47,1739,71,29.33,1175,148,0,3,5,96,43,1
10,S Yadav,36,30,990,73,32.06,870,113.79,0,7,5,96,39,1
11,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
12,I Kishan,42,38,1444,59,39.99,950,152,0,0,2,103,53,0
13,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
