,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,0
2,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,1
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
4,D Hooda,42,35,1365,53,34.58,840,162.5,0,4,0,100,45,0
5,Y Pathan,47,40,1320,52,40.9,920,143.48,0,3,3,80,48,0
6,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
7,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
8,M Agarwal,46,40,1280,73,26.12,960,133.33,0,5,2,78,47,1
9,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,0
10,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
11,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
12,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
