,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,46,1472,44,26.12,1242,118.52,0,3,9,96,49,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,A Rahane,54,49,1568,44,29.19,1176,133.33,0,3,0,77,51,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
5,A Carey,25,13,125,37,13.88,101,123.76,0,0,0,10,4,0
6,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
7,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
8,S Yadav,40,33,1221,42,41.07,924,132.14,0,0,8,89,53,1
9,I Kishan,36,29,1015,60,34.71,812,125,0,6,1,92,51,1
10,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
11,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
12,J Pattinson,43,39,1248,58,32.53,1014,123.08,0,7,7,103,52,0
