,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,52,45,1440,46,34.98,1125,128,0,7,1,89,49,1
1,D Conway,39,32,1088,60,25.78,896,121.43,0,6,5,92,39,1
2,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
3,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
4,R Uthappa,43,39,1248,53,33.62,897,139.13,0,7,0,84,46,0
5,A Rayudu,49,42,1344,44,40.61,1218,110.34,0,4,2,81,40,0
6,S Singh,1,1,0,0,0,9,0,0,0,1,0,0,0
7,A Sharma,34,30,960,50,34.87,840,114.29,0,2,6,77,53,1
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
9,R Tripathi,50,46,1518,69,41.56,1288,117.86,0,4,6,89,51,0
10,A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1,1
11,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
12,S Singh,1,1,0,0,0,9,0,0,0,1,0,0,0
