,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,45,40,1320,70,38.64,960,137.5,0,1,8,103,51,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,A Rahane,33,26,910,74,29.68,728,125,0,5,5,87,43,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
5,A Carey,25,13,125,37,13.88,101,123.76,0,0,0,10,4,0
6,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,1
7,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
8,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
9,S Samson,42,38,1330,74,38.81,1064,125,0,5,7,76,52,1
10,R Uthappa,53,46,1472,72,32.89,1288,114.29,0,1,3,96,40,1
11,R Parag,46,42,1596,44,27.96,1092,146.15,0,4,1,81,44,0
