,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
1,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
2,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,1
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,1
5,R Patel,2,2,15,15,15,25,60,0,0,1,1,0,0
6,A Sharma,52,46,1518,60,24.53,1196,126.92,0,0,9,92,40,0
7,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
8,R Tripathi,42,38,1368,45,36.83,912,150,0,5,8,79,41,0
9,A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1,1
10,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
11,S Singh,1,1,0,0,0,9,0,0,0,1,0,0,0
