,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Padikkal,43,36,1296,74,23.66,828,156.52,0,7,0,95,49,1
1,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
4,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
5,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
6,G Singh,38,33,1188,51,33.75,957,124.14,0,1,8,100,49,0
7,R Gaikwad,39,32,1248,47,30.98,928,134.48,0,4,1,96,54,1
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
9,A Rayudu,34,28,980,70,23.53,644,152.17,0,1,5,100,54,1
10,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
11,N Jagadeesan,53,46,1794,75,27.03,1334,134.48,0,7,0,100,45,0
12,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
13,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
14,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,0
15,M Kumar,56,52,2028,65,32.97,1352,150,0,4,6,96,45,0
