,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
1,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
2,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
3,D Hooda,39,34,1054,71,38.3,782,134.78,0,4,3,87,42,0
4,M Vohra,35,28,896,55,40.19,784,114.29,0,7,6,87,48,0
5,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
6,V Iyer,39,35,1225,62,35.39,945,129.63,0,6,3,102,47,0
7,A Tomar,45,40,1520,74,28.4,1160,131.03,0,6,3,99,53,0
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
9,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
10,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,1
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
12,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,1
13,C Varun,33,27,999,57,27.15,621,160.87,0,0,4,80,45,0
