,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
1,Y Jaiswal,45,39,1482,53,35.7,936,158.33,0,6,9,96,51,1
2,S Samson,50,46,1426,53,39.12,1242,114.81,0,3,2,100,52,1
3,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
4,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,0
5,R Parag,43,36,1296,54,32.48,900,144,0,4,8,79,47,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
7,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,S Yadav,35,28,980,59,27.08,756,129.63,0,4,9,102,48,1
10,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
11,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
