,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
2,M Agarwal,51,44,1584,70,34.83,1012,156.52,0,7,7,90,43,0
3,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,1
4,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
5,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
6,G Viljoen,38,34,1326,61,27.94,952,139.29,0,1,9,86,55,0
7,P Shaw,53,46,1794,45,24.4,1288,139.29,0,4,0,84,54,0
8,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
9,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,C Ingram,40,36,1224,64,37.82,936,130.77,0,3,6,74,43,1
12,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
13,G Vihari,53,47,1786,56,34.16,1222,146.15,0,4,2,96,49,0
14,S Lamichhane,18,8,23,9,5.75,29,79.31,0,0,1,1,0,1
