,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,1
1,Y Jaiswal,55,50,1750,76,24.45,1250,140,0,0,9,74,51,1
2,S Samson,36,31,1116,61,32.86,837,133.33,0,4,2,78,51,1
3,M Lomror,54,49,1519,74,31.53,1274,119.23,0,6,6,100,54,0
4,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,0
5,R Parag,35,29,899,44,33.93,841,106.9,0,7,1,87,45,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
7,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
8,D Padikkal,40,35,1225,49,42.25,875,140,0,7,4,88,43,1
9,K Bharat,48,42,1554,66,33.72,966,160.87,0,7,1,80,41,1
10,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,1
11,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
12,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
13,G Garton,43,36,1116,51,26.2,936,119.23,0,4,4,85,40,0
