,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,1
1,Y Jaiswal,46,39,1404,43,27.9,1131,124.14,0,5,7,81,48,1
2,S Samson,52,48,1680,49,28.77,1392,120.69,0,2,1,76,44,0
3,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
4,G Phillips,11,10,140,56,15.55,140,100,0,1,0,9,5,0
5,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
6,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
7,I Kishan,34,29,1073,44,36.32,725,148,0,5,1,99,55,1
8,S Yadav,57,53,1696,72,37.01,1537,110.34,0,3,6,79,49,1
9,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
10,S Tiwary,47,43,1505,61,28.33,1247,120.69,0,3,0,75,44,0
11,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
