,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
2,A Samad,53,47,1504,63,24.26,1316,114.29,0,7,5,103,51,0
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
4,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
5,P Garg,44,39,1404,67,32.36,897,156.52,0,3,2,100,54,0
6,A Sharma,54,47,1645,76,26.43,1316,125,0,2,9,99,51,1
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,M Agarwal,38,31,1054,75,28.99,837,125.93,0,7,6,94,41,1
9,P Singh,10,4,4,2,4,7,57.14,0,0,0,0,0,0
10,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
11,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
12,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
13,S Cottrell,22,7,15,4,5,22,68.18,0,0,1,2,0,0
14,A Singh,44,40,1520,42,39.16,1160,131.03,0,5,4,86,51,1
