,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,33,28,952,69,25.61,672,141.67,0,0,6,84,46,0
1,V Iyer,51,44,1540,53,33.25,1144,134.62,0,4,3,97,50,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
4,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,0
5,S Jackson,40,36,1152,63,41,864,133.33,0,0,0,99,39,1
6,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
7,C Varun,35,30,1110,43,36.82,720,154.17,0,6,6,88,42,0
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
9,A Rawat,57,51,1734,67,34.48,1173,147.83,0,1,2,93,55,0
10,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
11,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,1
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,P Silva,2,2,22,21,11,22,100,0,0,0,1,0,0
