,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,42,38,1444,52,39.59,912,158.33,0,5,4,101,51,1
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,A Rayudu,44,39,1482,54,35.91,936,158.33,0,5,5,86,39,0
4,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
6,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
7,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
8,A Singh,35,31,1085,44,40.01,806,134.62,0,1,6,75,55,0
9,S Yadav,43,39,1365,75,28.44,897,152.17,0,6,4,100,50,0
10,I Kishan,51,44,1496,58,40.64,1276,117.24,0,6,3,74,41,0
11,S Tiwary,46,40,1360,52,26.38,1040,130.77,0,0,7,102,39,1
12,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
