,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,M Agarwal,41,36,1116,73,27.69,1044,106.9,0,1,9,87,48,1
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,D Hooda,38,31,1054,62,28.92,899,117.24,0,3,9,96,39,1
4,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
5,J Saxena,39,33,1056,68,36.43,891,118.52,0,1,4,89,42,0
6,J Richardson,9,3,13,7,13,6,216.66,0,0,1,2,0,1
7,A Singh,36,31,1178,68,38.65,868,135.71,0,2,5,95,54,1
8,P Shaw,44,37,1443,68,30.52,1036,139.29,0,1,2,75,41,1
9,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
10,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
12,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
13,L Meriwala,49,45,1575,54,38,1080,145.83,0,1,2,103,47,0
14,C Woakes,40,36,1224,50,31.44,972,125.93,0,6,6,76,53,1
