,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
1,S Watson,39,35,1190,75,29.7,805,147.83,0,0,0,84,50,0
2,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
3,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
4,A Rayudu,35,29,1044,76,40.58,725,144,0,6,0,100,39,0
5,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
6,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
7,H Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0,1
8,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,1
9,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
10,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
11,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
12,M Agarwal,44,38,1482,52,35.76,1064,139.29,0,5,7,76,44,0
13,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,1
14,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
15,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
