,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,W Saha,35,28,1036,74,41.17,644,160.87,0,4,7,90,45,1
1,S Gill,51,44,1540,72,34.36,1144,134.62,0,3,2,97,48,0
2,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
3,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
4,A Manohar,44,37,1147,69,40.66,851,134.78,0,7,4,98,44,0
5,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,0
6,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
7,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
8,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,1
9,V Iyer,33,27,837,54,39.03,702,119.23,0,2,3,96,41,0
10,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
11,C Varun,51,45,1665,62,32.94,1125,148,0,1,3,83,52,0
