,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
2,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
3,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
4,P Garg,33,29,986,47,39.16,725,136,0,2,8,78,54,0
5,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
6,A Sharma,54,50,1600,43,23.51,1400,114.29,0,5,1,95,55,0
7,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
9,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
10,S Samson,39,34,1190,46,40.39,884,134.62,0,4,5,79,54,1
11,R Uthappa,34,29,1102,64,40.13,754,146.15,0,4,6,91,50,0
12,R Parag,40,34,1054,47,38.86,782,134.78,0,2,4,96,45,1
