,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Padikkal,51,44,1672,66,36.9,1232,135.71,0,2,0,82,47,1
1,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,1
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
4,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
5,G Singh,49,42,1470,50,25.45,1176,125,0,5,6,92,54,0
6,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,0
7,A Zampa,27,6,23,9,11.5,26,88.46,0,0,0,2,0,1
8,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
9,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
10,S Yadav,42,35,1365,52,34.1,840,162.5,0,4,4,94,52,0
11,I Kishan,45,39,1404,42,33.66,936,150,0,5,9,90,52,1
12,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
13,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
14,J Pattinson,52,48,1824,60,36.08,1296,140.74,0,6,6,89,53,0
