,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
2,S Yadav,44,37,1406,55,37.85,888,158.33,0,2,3,90,53,0
3,I Kishan,33,26,884,71,36.67,754,117.24,0,2,9,81,52,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
6,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
7,M Agarwal,42,35,1260,43,33.46,840,150,0,4,5,90,39,1
8,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
9,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
10,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
11,D Hooda,36,31,961,53,42.14,713,134.78,0,2,5,102,49,1
12,A Singh,35,29,1044,42,40.27,812,128.57,0,5,8,76,49,1
