,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,34,28,896,72,33.55,812,110.34,0,0,5,74,44,0
1,V Iyer,36,30,1170,54,29.58,780,150,0,5,0,87,42,0
2,R Tripathi,37,31,1147,57,26.69,775,148,0,4,7,78,43,1
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
4,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
6,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
7,M Krishna,47,41,1312,57,26.85,1189,110.34,0,5,6,93,45,0
8,C Varun,43,39,1482,73,25.26,1053,140.74,0,0,3,90,51,1
9,R Gaikwad,44,39,1326,56,30.51,1053,125.93,0,4,3,98,54,1
10,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
11,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
12,A Rayudu,49,42,1512,66,34.1,1176,128.57,0,7,4,88,55,0
13,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
14,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
15,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
16,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
