,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
1,S Watson,41,37,1443,75,28.05,1036,139.29,0,6,4,90,50,0
2,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
3,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
4,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
5,A Rayudu,44,38,1444,67,31.86,874,165.22,0,2,3,85,47,0
6,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
7,H Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0,1
8,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,1
9,P Shaw,40,33,1254,76,37.25,924,135.71,0,7,6,93,50,0
10,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
11,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
12,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
13,C Ingram,35,31,1147,76,28.18,713,160.87,0,1,4,101,48,0
14,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,0
15,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
16,A Mishra,47,40,1320,76,33.39,1160,113.79,0,7,6,102,51,0
