,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Patel,2,2,14,8,14,11,127.27,0,0,0,0,0,1
1,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
2,A Nath,50,45,1710,67,30.05,1305,131.03,0,3,5,92,42,1
3,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
5,H Klaasen,9,9,156,69,22.28,107,145.79,0,1,0,8,11,0
6,P Negi,56,49,1617,67,29.41,1127,143.48,0,6,6,84,49,0
7,D Steyn,44,10,16,5,3.2,23,69.56,0,0,1,1,0,1
8,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
9,S Gill,44,40,1440,47,37.93,1160,124.14,0,7,3,91,42,1
10,R Uthappa,39,34,1258,69,31.61,782,160.87,0,4,3,86,55,0
11,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
12,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
13,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
14,P Chawla,53,49,1568,65,33.74,1127,139.13,0,7,8,101,43,0
15,H Gurney,36,31,1085,47,41.29,744,145.83,0,4,7,81,51,1
16,M Krishna,57,50,1850,56,30.29,1250,148,0,7,0,95,54,0
