,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Singh,10,4,4,2,4,7,57.14,0,0,0,0,0,0
1,M Agarwal,34,30,1140,60,29.06,780,146.15,0,5,6,103,40,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
3,D Malan,9,9,458,103,57.25,293,156.31,1,5,0,47,20,1
4,D Hooda,46,42,1470,73,26,1218,120.69,0,7,2,75,45,0
5,P Shaw,47,42,1386,72,39.81,1218,113.79,0,4,5,76,43,1
6,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
7,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
8,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
9,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
10,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
11,I Sharma,51,44,1672,45,28.04,1144,146.15,0,2,2,75,48,0
