,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,46,40,1360,63,27.36,1080,125.93,0,6,2,83,53,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
6,Y Jaiswal,56,50,1800,66,27.98,1150,156.52,0,7,8,93,49,1
7,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
8,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
9,S Samson,43,36,1368,75,34.46,828,165.22,0,7,9,79,53,0
10,M Lomror,33,29,986,63,29.96,841,117.24,0,4,7,97,47,0
11,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
